"id,question,correct_answer,choices"
"1,""Chương trình Tổng thể cải cách hành chính nhà nước giai đoạn 2021-2030 có mấy nội dung? Đó là những nội dung gì?"",""Có 6 nội dung: Cải cách thể chế; Cải cách thủ tục hành chính; Cải cách tổ chức bộ máy hành chính nhà nước; Cải cách chế độ công vụ; Cải cách tài chính công và Xây dựng, phát triển Chính phủ điện tử, Chính phủ số."",""Có 5 nội dung: Cải cách tư pháp; Cải cách thủ tục hành chính; Cải cách tổ chức bộ máy hành chính nhà nước; Xây dựng và nâng cao chất lượng đội ngũ cán bộ, công chức, viên chức; Cải cách tài chính công.;Có 6 nội dung: Cải cách thể chế; Cải cách thủ tục hành chính; Cải cách tổ chức bộ máy hành chính nhà nước; Cải cách chế độ công vụ; Cải cách tài chính công và Xây dựng, phát triển Chính phủ điện tử, Chính phủ số.;Có 5 nội dung: Hiện đại hóa hành chính; Cải cách thủ tục hành chính; Cải cách tài chính công; Cải cách tổ chức bộ máy hành chính nhà nước; Xây dựng và nâng cao chất lượng đội ngũ cán bộ, công chức, viên chức.;Có 7 nội dung: Chỉ đạo điều hành; Cải cách tư pháp; Cải cách thủ tục hành chính; Cải cách tổ chức bộ máy hành chính nhà nước; Cải cách chế độ công vụ; Cải cách tài chính công; Xây dựng, phát triển Chính phủ điện tử, Chính phủ số."""
"53,""Theo Kế hoạch Cải cách hành chính năm 2025, Ủy ban nhân dân tỉnh giao cơ quan chủ trì thực hiện công tác cải cách thể chế cho đơn vị nào?"",""Sở Tư pháp"",""Văn phòng UBND tỉnh;Sở Tư pháp;Sở Tài chính;Sở Khoa học và Công nghệ"""
"54,""Ủy ban nhân dân tỉnh giao cơ quan nào chủ trì thực hiện công tác cải cách tài chính công trong kế hoạch Cải cách hành chính năm 2025?"",""Sở Tài chính"",""Sở Tư pháp;Sở Khoa học và Công nghệ;Sở Tài chính;Văn phòng UBND tỉnh"""
"55,""Xây dựng và phát triển chính quyền điện tử, chính quyền số là nhiệm vụ được Ủy ban nhân dân tỉnh giao cho cơ quan nào chủ trì thực hiện trong kế hoạch Cải cách hành chính năm 2025?"",""Sở Khoa học và Công nghệ"",""Sở Tài chính;Sở Tư pháp;Văn phòng UBND tỉnh;Sở Khoa học và Công nghệ"""
"56,""Theo Nghị định 150/2025/NĐ-CP ngày 12/6/2025 của Chính phủ thì trách nhiệm của Ủy ban nhân dân cấp xã bao gồm:"",""Cả 3 đáp án A, B, C đều đúng."",""Quy định cụ thể chức năng, nhiệm vụ, quyền hạn của phòng chuyên môn phù hợp với hướng dẫn của Ủy ban nhân dân cấp tỉnh, bộ quản lý ngành, lĩnh vực và các văn bản khác có liên quan.;Ủy quyền thực hiện một hoặc một số nhiệm vụ, quyền hạn thuộc thẩm quyền của Ủy ban nhân dân cấp xã theo quy định của pháp luật.;Hàng năm, báo cáo với Hội đồng nhân dân cấp xã (nếu có), Ủy ban nhân dân cấp tỉnh về tình hình tổ chức và hoạt động của phòng chuyên môn.;Cả 3 đáp án A, B, C đều đúng."""
"57,""Phòng thuộc Ủy ban nhân dân cấp xã có bao nhiêu nhiệm vụ, quyền hạn được quy định trong Nghị định 150/2025/NĐ-CP ngày 12/6/2025 của Chính phủ?"",""13"",""10;11;12;13"""
"58,""Sở thuộc Ủy ban nhân dân cấp tỉnh có bao nhiêu nhiệm vụ, quyền hạn được quy định trong Nghị định 150/2025/NĐ-CP ngày 12/6/2025 của Chính phủ?"",""17"",""14;15;16;17"""
"59,""Các cơ quan nào sau đây **không** thuộc đối tượng áp dụng của Nghị định 150/2025/NĐ-CP ngày 12/6/2025 của Chính phủ:"",""Văn phòng Đoàn Đại biểu Quốc hội và Hội đồng nhân dân cấp tỉnh; các đơn vị sự nghiệp công lập trực thuộc Ủy ban nhân dân cấp tỉnh; các đơn vị sự nghiệp công lập trực thuộc Ủy ban nhân dân cấp xã và các tổ chức thuộc cơ quan trung ương được tổ chức theo ngành dọc đặt tại địa phương."",""Ban Quản lý các Khu công nghiệp, Khu công nghệ cao, Khu kinh tế và Ban Quản lý có tên gọi khác thuộc Ủy ban nhân dân cấp tỉnh;;Văn phòng Đoàn Đại biểu Quốc hội và Hội đồng nhân dân cấp tỉnh; các đơn vị sự nghiệp công lập trực thuộc Ủy ban nhân dân cấp tỉnh; các đơn vị sự nghiệp công lập trực thuộc Ủy ban nhân dân cấp xã và các tổ chức thuộc cơ quan trung ương được tổ chức theo ngành dọc đặt tại địa phương.;Cả đáp án A và B đều đúng.;Đáp án A sai, B đúng."""
"60,""Nghị định 150/2025/NĐ-CP ngày 12/6/2025 của Chính phủ quy định Tiêu chí thành lập phòng chuyên môn, nghiệp vụ thuộc sở gồm:"",""Có chức năng, nhiệm vụ tham mưu về quản lý nhà nước đối với ngành, lĩnh vực thuộc chức năng, nhiệm vụ của sở; Khối lượng công việc yêu cầu phải bố trí tối thiểu 07 biên chế công chức."",""Có chức năng, nhiệm vụ tham mưu về quản lý nhà nước đối với ngành, lĩnh vực thuộc chức năng, nhiệm vụ của sở; Khối lượng công việc yêu cầu phải bố trí tối thiểu 10 biên chế công chức.;Có chức năng, nhiệm vụ tham mưu về quản lý nhà nước đối với ngành, lĩnh vực thuộc chức năng, nhiệm vụ của sở; Khối lượng công việc yêu cầu phải bố trí tối thiểu 07 biên chế công chức.;Không có chức năng, nhiệm vụ tham mưu về quản lý nhà nước đối với ngành, lĩnh vực thuộc chức năng, nhiệm vụ của sở, nhưng do nhu cầu phát triển kinh tế - xã hội của địa phương;Không có quy định."""
"61,""Chỉ số PAR-INDEX là:"",""Chỉ số Cải cách hành chính, là công cụ quan trọng để theo dõi, đánh giá hoạt động cải cách hành chính"",""Chỉ số Hiệu quả Quản trị và Hành chính công cấp tỉnh.;Chỉ số Cải cách hành chính, là công cụ quan trọng để theo dõi, đánh giá hoạt động cải cách hành chính;Chỉ số Năng lực cạnh tranh cấp tỉnh;Chỉ số Hài lòng của người dân, tổ chức đối với sự phục vụ hành chính"""
"62,""Chỉ số SIPAS là:"",""Chỉ số Hài lòng của người dân, tổ chức đối với sự phục vụ hành chính"",""Chỉ số Cải cách hành chính, là công cụ quan trọng để theo dõi, đánh giá hoạt động cải cách hành chính;Chỉ số Năng lực cạnh tranh cấp tỉnh;Chỉ số Hài lòng của người dân, tổ chức đối với sự phục vụ hành chính;Chỉ số Hiệu quả Quản trị và Hành chính công cấp tỉnh."""
"63,""Chỉ số PCI là:"",""Chỉ số Năng lực cạnh tranh cấp tỉnh"",""Chỉ số Cải cách hành chính, là công cụ quan trọng để theo dõi, đánh giá hoạt động cải cách hành chính;Chỉ số Năng lực cạnh tranh cấp tỉnh;Chỉ số Hài lòng của người dân, tổ chức đối với sự phục vụ hành chính;Chỉ số Hiệu quả Quản trị và Hành chính công cấp tỉnh."""
"64,""Chỉ số PAPI là:"",""Chỉ số Hiệu quả Quản trị và Hành chính công cấp tỉnh."",""Chỉ số Cải cách hành chính, là công cụ quan trọng để theo dõi, đánh giá hoạt động cải cách hành chính.;Chỉ số Hài lòng của người dân, tổ chức đối với sự phục vụ hành chính;Chỉ số Hiệu quả Quản trị và Hành chính công cấp tỉnh.;Cả 03 câu A,B,C trên đều sai."""
"65,""Hãy chọn đáp án đúng:"",""PAR INDEX là viết tắt của Chỉ số Cải cách hành chính"",""PAPI là viết tắt của Chỉ số hài lòng của người dân, tổ chức đối với sự phục vụ hành chính;SIPAS là viết tắt của Chỉ số Năng lực cạnh tranh cấp tỉnh;PCI là viết tắt của Chỉ số Hiệu quả Quản trị và Hành chính công;PAR INDEX là viết tắt của Chỉ số Cải cách hành chính"""
"66,""Hãy chọn đáp án đúng:"",""SIPAS là viết tắt của Chỉ số Hài lòng của người dân đối với sự phục vụ của cơ quan hành chính nhà nước"",""PAPI là viết tắt của Chỉ số Năng lực cạnh tranh cấp tỉnh;SIPAS là viết tắt của Chỉ số Hài lòng của người dân đối với sự phục vụ của cơ quan hành chính nhà nước;PCI là viết tắt của Chỉ số Cải cách hành chính của các tỉnh, thành phố;PAR INDEX là viết tắt của Chỉ số Năng lực cạnh tranh cấp tỉnh"""
"67,""Hãy chọn đáp án đúng:"",""PAPI là viết tắt của Chỉ số Hiệu quả Quản trị và Hành chính công"",""PAR INDEX là Chỉ số hài lòng của người dân đối với sự phục vụ của cơ quan hành chính nhà nước;SIPAS là viết tắt của Chỉ số Năng lực cạnh tranh cấp tỉnh;PCI là viết tắt của Chỉ số Cải cách hành chính của các tỉnh, thành phố;PAPI là viết tắt của Chỉ số Hiệu quả Quản trị và Hành chính công"""
"68,""Chỉ số nào sau đây được xác định thông qua phương pháp điều tra xã hội học và phương pháp đánh giá, chấm điểm"",""Chỉ số Cải cách hành chính"",""Chỉ số Cải cách hành chính;Chỉ số Hiệu quả Quản trị và Hành chính công;Chỉ số Hài lòng của người dân, tổ chức đối với sự phục vụ của cơ quan hành chính nhà nước;Chỉ số Năng lực cạnh tranh cấp tỉnh"""
"69,""Theo Nghị quyết số 76/NQ-CP ngày 15/7/2021 của Chính phủ, mục tiêu Cải cách tài chính công đến năm 2025:"",""Đến năm 2025, có tối thiểu 20% đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên;"",""Đến năm 2025, có tối thiểu 15% đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên;;Đến năm 2025, có tối thiểu 25% đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên;;Đến năm 2025, có tối thiểu 20% đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên;;Đến năm 2025, có tối thiểu 30% đơn vị sự nghiệp công lập tự bảo đảm chi thường xuyên."""
"70,""Sau hợp nhất, tỉnh Vĩnh Long có bao nhiêu đơn vị hành chính cấp xã?"",""134"",""124;134;142;143"""
